superclase;type;code;titulo;titulo_en;definiciones;competencias;definiciones_en;tasks_include;inversa
ocupaciones;clase;35;Técnicos de la tecnología de la información y las comunicaciones;Information and Communications Technicians;Los técnicos de información y comunicaciones prestan apoyo al funcionamiento cotidiano de los sistemas informáticos, los sistemas de comunicaciones y las redes y realizan tareas técnicas relacionadas con las telecomunicaciones, la difusión de imagen y sonido, así como otros tipos de señales de telecomunicaciones en tierra, mar o aeronaves.;"prestar asistencia a los usuarios de sistemas de información y comunicaciones; instalar nuevos programas y equipos; establecer, explotar y mantener redes y otros sistemas de comunicación de datos; instalar, supervisar y mantener sitios web de Internet e Intranet o hardware o software de servidores web, modificar páginas web y realizar operaciones de copia de seguridad y recuperación de servidores web; controlar equipos para grabar sonido y editar y mezclar grabaciones de imagen y sonido; controlar y mantener sistemas de transmisión y difusión y sistemas de satélite para programas de radio y televisión; controlar y mantener sistemas de radiocomunicación, servicios por satélite y sistemas multiplex en tierra, mar o aeronaves; prestar asistencia técnica relacionada con la investigación y el desarrollo de sistemas informáticos y equipos de telecomunicaciones, o probar prototipos; diseñar y preparar
planos de circuitos de acuerdo con las especificaciones dadas; supervisar técnicamente la fabricación, utilización, mantenimiento y reparación de sistemas de telecomunicaciones.";Information and communications technicians provide support for the day-to-day running of computer systems, communications systems and networks and perform technical tasks related to telecommunications, broadcast of image and sound as well as other types of telecommunications signals on land, sea or in aircraft. Competent performance in most occupations in this sub-major group requires skills at the third ISCO skill level.;"Tasks performed by workers in this sub-major group usually include: providing assistance to information and communications systems users; installing new programmes and equipment; establishing, operating and maintaining network and other data communications systems; installing, monitoring and supporting Internet and Intranet websites or web server hardware or software, modifying web pages; and performing web server backup and recovery operations; controlling equipment to record sound and edit and mix image and sound recordings; controlling and maintaining transmitting and broadcast systems and satellite systems for radio and television programmes; controlling and maintaining radio communications systems, satellite services and multiplex systems on land, sea or in aircraft; providing technical assistance connected with research and the development of computer systems and telecommunications equipment, or testing prototypes; designing and preparing blueprints of circuitry according to the specifications given; providing technical supervision of the manufacture, utilization, maintenance and repair of telecommunications systems.";
ocupaciones;clase;351;Técnicos en operaciones de tecnología de la información y las comunicaciones y asistencia al usuario;Information and Communications Technology Operations and User Support Technicians;"Los técnicos de operaciones de tecnología de la información y las comunicaciones y de atención al usuario prestan apoyo al funcionamiento cotidiano de los sistemas de comunicaciones, los sistemas
informáticos y las redes, y ofrecen asistencia técnica a los usuarios.";"operar y controlar equipos informáticos periféricos y relacionados; sistemas de monitoreo de fallas de equipos o errores en el desempeño; cargar equipos periféricos, como impresoras, con materiales seleccionados para tiradas operativas, o supervisar la carga de equipos periféricos por parte de los operadores de equipos periféricos; responder a las consultas de los usuarios sobre el funcionamiento del software o del hardware para resolver problemas; instalar y realizar reparaciones menores de hardware, software o equipos periféricos, siguiendo las especificaciones de diseño o instalación; supervisar el desempeño diario de los sistemas; configurar equipos para uso de los empleados, realizar o garantizar la instalación adecuada de cables, sistemas operativos o software apropiado; establecimiento, operación y mantenimiento de redes y otros sistemas de comunicación de datos; instalar, monitorear y respaldar la confiabilidad y usabilidad de sitios web de Internet e Intranet o hardware o software de servidor web; modificar páginas web; y realizar operaciones de copia de seguridad y recuperación del servidor web.";Information and communications technology operations and user support technicians provide support for the day-to-day running of communications systems, computer systems and networks, and provide technical assistance to users;"Tasks performed usually include: operating and controlling peripheral and related computer equipment; monitoring systems for equipment failure or errors in performance; loading peripheral equipment, such as printers, with selected materials for operating runs, or oversee loading of peripheral equipment by peripheral equipment operators; answering user inquiries regarding software or hardware operation to resolve problems; installing and performing minor repairs to hardware, software or peripheral equipment, following design or installation specifications; overseeing the daily performance of systems; setting up equipment for employee use, performing or ensuring proper installation of cables, operating systems or appropriate software; establishing, operating and maintaining network and other data communications systems; installing, monitoring and supporting the reliability and usability of Internet and Intranet websites or web server hardware or software; modifying web pages; and performing web server backup and recovery operations.";
ocupaciones;clase;3511;Técnicos en operaciones de tecnología de la información y las comunicaciones;Information and Communications Technology Operations Technicians;"Los técnicos de operaciones de tecnología de la información y las comunicaciones apoyan el procesamiento, funcionamiento y supervisión diarios de los sistemas de tecnología de la información y las comunicaciones, periféricos, hardware, software y equipos informáticos relacionados para garantizar un
rendimiento óptimo e identificar cualquier problema.";"(a) operar y controlar equipos informáticos periféricos y relacionados;
(b) ingresar comandos, usar terminales de computadora y activar controles en computadoras y equipos periféricos para integrar y operar equipos;
(c) sistemas de monitoreo de fallas en el equipo o errores en el desempeño;
(d) notificar al supervisor o técnico de mantenimiento de mal funcionamiento del equipo;
(e) responder a los mensajes de error del programa encontrando y corrigiendo problemas, escalando el problema a otro personal o terminando el programa;
(f) leer las instrucciones de configuración del trabajo para determinar el equipo que se utilizará, el orden de uso, el material, como discos y papel, que se cargará y la configuración de control;
(g) recuperar, separar y clasificar la salida del programa según sea necesario, y enviar datos a usuarios específicos;
(h) cargar equipos periféricos, tales como impresoras, con materiales seleccionados para operaciones, o supervisar la carga de equipos periféricos por parte de los operadores de equipos periféricos"".";Information and communications technology operations technicians support the day-to-day processing, operation and monitoring of information and communications technology systems,  peripherlas, hardware, software and related computer equipment to ensure optimal performance and identify any problems.;"Tasks include - 
(a)  operating and controlling peripheral and related computer equipment;
(b)  entering commands, using computer terminal, and activating controls on computer and peripheral equipment to integrate and operate equipment; 
(c)  monitoring systems for equipment failure or errors in performance;
(d)  notifying supervisor or maintenance technician of equipment malfunctions;
(e)  responding to programme error messages by finding and correcting problems, escalating the problem to other staff or terminating the programme;
(f)  reading job set-up instructions to determine equipment to be used, order of use, material such as disks and paper to be loaded, and control settings;
(g)  retrieving, separating and sorting programme output as needed, and sending data to specified users;
(h)  loading peripheral equipment, such as printers, with selected materials for operating runs, or overseeing loading of peripheral equipment by peripheral equipment operators.";
ocupaciones;clase;3512;Técnicos en asistencia al usuario de tecnología de la información y las comunicaciones;Information and Communications Technology User Support Technicians;"Los técnicos de asistencia al usuario de tecnologías de la información y la comunicación prestan asistencia técnica a los usuarios, ya sea directamente o por teléfono, correo electrónico u otros medios electrónicos, lo que incluye diagnosticar y resolver cuestiones y problemas de software, hardware, equipos periféricos informáticos, redes, bases de datos e Internet, y ofrecer orientación y apoyo en la implantación, instalación y mantenimiento de
sistemas.";"(a) responder a las consultas de los usuarios sobre el funcionamiento del software o hardware para resolver problemas;
(b) ingresar comandos y observar el funcionamiento del sistema para verificar las operaciones correctas y detectar errores;
(c) instalar y realizar reparaciones menores al hardware, software o equipo periférico, siguiendo las especificaciones de diseño o instalación;
(d) supervisar el funcionamiento diario de los sistemas informáticos y de comunicaciones;
(e) configurar equipos para uso de los empleados y realizar o garantizar la instalación adecuada de cables, sistemas operativos o software apropiado;
(f) mantener registros de transacciones diarias de comunicación de datos, problemas y acciones correctivas tomadas, o actividades de instalación.
(g) emular o reproducir problemas técnicos encontrados por los usuarios;
(h) consultar guías de usuario, manuales técnicos y otros documentos para investigar e implementar soluciones;
(i) ayudar a los programadores de aplicaciones, desarrolladores de sistemas y otros profesionales de las TIC a desarrollar y probar productos y servicios de TIC"".";Information and communications technology user support technicians provide technical assistance to users, either directly or by telephone, email or other electronic means, including diagnosing and resolving issues and problems with software, hardware, computer peripheral equipment, networks, databases and the Internet, and providing guidance and support in the deployment, installation and maintenance of systems.;"Tasks include -
(a)  answering user inquiries regarding software or hardware operation to resolve problems;
(b)  entering commands and observing system functioning to verify correct operations and detect errors; 
(c)  installing and performing minor repairs to hardware, software or peripheral equipment, following design or installation specifications;
(d)  overseeing the daily performance of communications and computer systems;
(e)  setting up equipment for employee use and performing or ensuring proper installation of cables, operating systems or appropriate software; 
(f)  maintaining records of daily data communication transactions, problems and remedial actions taken, or installation activities.
(g)  emulating or reproducing technical problems encountered by users;
(h)  consulting user guides, technical manuals and other documents to research and implement solutions;
(i)  assisting applications programmers, systems developers and other ICT professionals to develop and test ICT products and services.";
ocupaciones;clase;3513;Técnicos en redes y sistemas de computadores;Computer Network and Systems Technicians;"Los técnicos de redes y sistemas informáticos establecen, operan y mantienen redes y otros sistemas de
comunicación de datos.";"(a) operar, mantener y solucionar problemas de los sistemas de red;
(b) operar y mantener sistemas de comunicación de datos que no sean redes;
(c) ayudar a los usuarios con problemas de comunicación de datos y redes;
(d) identificar áreas que necesitan equipo y software actualizados;
(e) instalar hardware de computadora, software de red, software de sistema operativo y software de aplicaciones;
(f) realizar operaciones de puesta en marcha y cierre, así como operaciones de copia de seguridad y recuperación de desastres para redes informáticas"".";Computer network and systems technicians establish, operate and maintain network and other data communications systems.;"Tasks include -
(a)  operating, maintaining and troubleshooting network systems;
(b)  operating and maintaining data communications systems other than networks;
(c)  assisting users with network and data communications problems;
(d)  identifying areas needing upgraded equipment and software;
(e)  installing computer hardware, network software, operating system software and applications software;
(f)  performing start up and close down as well as backup and disaster recovery operations for computer networks.";
ocupaciones;clase;3514;Técnicos de la Web;Web Technicians;"Los técnicos web mantienen, supervisan y apoyan el funcionamiento óptimo de los sitios web de Internet e Intranet y del hardware y software de los servidores
web.";"(a) instalar, monitorear y respaldar la confiabilidad y usabilidad de los sitios web de Internet e Intranet o el hardware o software del servidor web;
(b) desarrollar y mantener documentación, políticas e instrucciones, registrar procedimientos operativos y registros del sistema;
(c) desarrollar, coordinar, implementar y monitorear medidas de seguridad;
(d) analizar y hacer recomendaciones para mejorar el rendimiento, incluida la actualización y adquisición de nuevos sistemas;
(e) servir de enlace y proporcionar orientación a los clientes y usuarios;
(f) crear y modificar páginas web;
(g) realizar operaciones de copia de seguridad y recuperación del servidor web"".";Web technicians maintain, monitor and support the optimal functioning of Internet and Intranet websites and web server hardware and software.;"Tasks include -
(a)  installing, monitoring and supporting the reliability and usability of Internet and Intranet websites or web server hardware or software;
(b)  developing and maintaining documentation, policies and instructions, recording operational procedures and system logs;
(c)  developing, coordinating, implementing and monitoring security measures;
(d)  analysing and making recommendations to enhance performance, including upgrading and acquiring new systems;
(e)  liaising with, and providing guidance to, clients and users;
(f)  creating and modifying web pages;
(g)  performing web server backup and recovery operations.";
ocupaciones;clase;352;Técnicos en telecomunicaciones y radiodifusión;Telecommunications and Broadcasting Technicians;"Los técnicos de telecomunicaciones y radiodifusión controlan el funcionamiento técnico de equipos para grabar y editar imágenes y sonido y para transmitir emisiones de radio y televisión de imágenes y sonidos, así como otros tipos de señales de telecomunicación en tierra, mar o aeronaves; realizan tareas técnicas relacionadas con la investigación en ingeniería de telecomunicaciones y con el diseño, la fabricación, el montaje, la construcción, el funcionamiento, el
mantenimiento y la reparación de sistemas de telecomunicaciones.";"controlar equipos para grabar sonido, editar y mezclar grabaciones de imagen y sonido; control y mantenimiento de sistemas de transmisión y difusión y sistemas de satélite para programas de radio y televisión; control y mantenimiento de sistemas de radiocomunicaciones, servicios satelitales y sistemas multiplex en tierra, mar o aeronaves; prestación de asistencia técnica relacionada con la investigación y el desarrollo de equipos de telecomunicaciones o prototipos de prueba; diseñar y preparar planos de circuitos de acuerdo con las especificaciones dadas; proporcionar supervisión técnica de la fabricación, utilización, mantenimiento y reparación de sistemas de telecomunicaciones.";"Telecommunications and broadcasting technicians control technical functioning of equipment to record and edit images and sound and for transmitting radio and television broadcasts of images and sounds, as well as other types of telecommunication signals on land, sea or in aircraft; perform technical tasks connected with telecommunications engineering research and with the design, manufacture, assembly, construction, operation, maintenance and repair of telecommunications systems.";"Tasks performed usually include: controlling equipment to record sound, edit and mix image and sound recordings; controlling and maintaining transmitting and broadcast systems and satellite systems for radio and television programmes; controlling and maintaining radio communications systems, satellite services and multiplex systems on land, sea or in aircraft; providing technical assistance connected with research and the development of telecommunications equipment, or testing prototypes; designing and preparing blueprints of circuitry according to the specifications given; providing technical supervision of the manufacture, utilization, maintenance and repair of telecommunications systems.";
ocupaciones;clase;3521;Técnicos de radiodifusión y grabación audio visual;Broadcasting and Audio-visual Technicians;"Los técnicos de radiodifusión y audiovisuales controlan el funcionamiento técnico de los equipos de grabación y edición de imágenes y sonido y de transmisión de emisiones de radio y televisión de imágenes y sonidos, así como de otros tipos de señales de telecomunicación por tierra,
mar o aire.";"(a) equipos de control para grabar sonido;
(b) equipos de control para editar y mezclar imágenes y grabaciones de sonido para garantizar una calidad satisfactoria y crear efectos especiales de imagen y sonido;
(c) aplicar el conocimiento de los principios y prácticas de grabación y edición de imágenes y sonido para identificar y resolver problemas;
(d) controlar los sistemas de transmisión y difusión y los sistemas de satélite para programas de radio y televisión;
e) controlar los sistemas de radiocomunicaciones, los servicios por satélite y los sistemas multiplex en tierra, mar o aeronaves;
(f) aplicar el conocimiento de los principios y prácticas de radiodifusión, terminales de telecomunicaciones y sistemas de transmisión, para identificar y resolver problemas;
(g) hacer reparaciones de emergencia al equipo"".";Broadcasting and audio-visual technicians control technical functioning of equipment to record and edit images and sound and for transmitting radio and television broadcasts of images and sounds, as well as other types of telecommunication signals on land, sea or in aircraft.;"Tasks include -
(a)  controlling equipment to record sound;
(b)  controlling equipment to edit and mix image and sound recordings to ensure satisfactory quality and to create special image and sound effects;
(c)  applying knowledge of principles and practices of image and sound recording and editing in order to identify and solve problems;
(d)  controlling transmitting and broadcast systems and satellite systems for radio and television programmes;
(e)  controlling radio communications systems, satellite services and multiplex systems on land, sea or in aircraft;
(f)  applying knowledge of principles and practices of broadcasting, telecommunications terminals and transmissions systems, in order to identify and solve problems;
(g)  making emergency repairs to equipment.";
ocupaciones;clase;3522;Técnicos de ingeniería de las telecomunicaciones;Telecommunications Engineering Technicians;"Los técnicos en ingeniería de telecomunicaciones realizan tareas técnicas relacionadas con la investigación en ingeniería de telecomunicaciones, así como con el diseño, la fabricación, el montaje, la construcción, el funcionamiento, el mantenimiento y la reparación de
sistemas de telecomunicaciones.";"(a) proporcionar asistencia técnica relacionada con la investigación y el desarrollo de equipos de telecomunicaciones, o probar prototipos;
(b) estudiar material técnico como planos y bocetos para determinar el método de trabajo a adoptar;
(c) preparar estimaciones detalladas de cantidades y costos de materiales y mano de obra requerida para la fabricación e instalación de equipos de telecomunicaciones, de acuerdo con las especificaciones dadas;
(d) proveer supervisión técnica de la fabricación, utilización, mantenimiento y reparación de sistemas de telecomunicaciones para asegurar un desempeño satisfactorio y cumplimiento con especificaciones y regulaciones;
(e) aplicar los conocimientos técnicos de los principios y prácticas de la ingeniería de telecomunicaciones para identificar y resolver los problemas que surjan en el curso de su trabajo.";Telecommunications engineering technicians perform technical tasks connected with telecommunications engineering research, as well as with the design, manufacture, assembly, construction, operation, maintenance and repair of telecommunications systems.;"Tasks include -
(a)  providing technical assistance connected with research and the development of telecommunications equipment, or testing prototypes;
(b)  studying technical material such as blue prints and sketches to determine the method of work to be adopted;
(c)  preparing detailed estimates of quantities and costs of materials and labour required for the manufacture and installation of telecommunications equipment, according to the specifications given;
(d)  providing technical supervision of the manufacture, utilization, maintenance and repair of telecommunications systems to ensure satisfactory performance and compliance with specifications and regulations;
(e)  applying technical knowledge of telecommunications engineering principles and practices in order to identify and solve problems arising in the course of their work.";
ocupaciones;clase;4;Personal de apoyo administrativo;Clerical Support Workers;Los trabajadores administrativos de apoyo registran, organizan, almacenan, calculan y recuperan información, y realizan una serie de tareas administrativas relacionadas con operaciones de gestión monetaria, organización de viajes, solicitudes de información y citas.;"estenografía, mecanografía y operación de procesadores de texto y otras máquinas de oficina; ingreso de datos en computadoras; llevar a cabo tareas de secretaría; registro y computación de datos numéricos; mantenimiento de registros relacionados con las existencias, la producción y el transporte; mantenimiento de registros relacionados con el transporte de pasajeros y mercancías; llevar a cabo tareas administrativas en bibliotecas; llenando documentos; llevar a cabo funciones relacionadas con los servicios de correo; preparación y control de material para impresión; ayudar a las personas que no saben leer ni escribir con la correspondencia; realizar operaciones de manejo de dinero; ocuparse de los arreglos de viaje; suministro de información solicitada por los clientes y concertación de citas; operar una centralita telefónica. Puede incluirse la supervisión de otros trabajadores.";Clerical support workers record, organise, store, compute and retrieve information, and perform a number of clerical duties in connection with money-handling operations, travel arrangements, requests for information, and appointments. Competent performance in most occupations in this major group requires skills at the second ISCO skill level.;"Tasks performed by clerical support workers usually include: stenography, typing, and operating word processors and other office machines; entering data into computers; carrying out secretarial duties; recording and computing numerical data; keeping records relating to stocks, production and transport; keeping records relating to passenger and freight transport; carrying out clerical duties in libraries; filing documents; carrying out duties in connection with mail services; preparing and checking material for printing; assisting persons who cannot read or write with correspondence; performing money-handling operations; dealing with travel arrangements; supplying information requested by clients and making appointments; operating a telephone switchboard. Supervision of other workers may be included.";
ocupaciones;clase;41;Oficinistas;General and Keyboard Clerks;Los oficinistas generales y de teclado registran, organizan, almacenan y recuperan información y realizan una amplia gama de tareas administrativas y de oficina de acuerdo con los procedimientos establecidos.;"registrar, preparar, seleccionar, clasificar y archivar información; clasificar, abrir y enviar correo; preparación de informes y correspondencia de carácter rutinario; fotocopiado y envío de documentos por fax; operar computadoras personales, procesadores de texto o máquinas de escribir para registrar, ingresar y procesar texto y datos; revisión y corrección de textos; preparación de facturas y comprobación de cifras.";General and keyboard clerks record, organize, store and retrieve information and perform a wide range of clerical and administrative tasks according to established procedures. Competent performance in most occupations in this sub-major group requires skills at the second ISCO skill level.;"Tasks performed by workers in this sub-major group usually include: recording, preparing, sorting, classifying and filing information; sorting, opening and sending mail; preparing reports and correspondence of a routine nature; photocopying and faxing documents; operating personal computers, word-processors or typewriters to record, input and process text and data; proofreading and correcting copy; preparing invoices and checking figures.";
ocupaciones;clase;412;Secretarios (general);Secretaries (general);"Los secretarios (generales) utilizan máquinas de escribir, ordenadores personales u otros equipos de tratamiento de textos para transcribir correspondencia y otros documentos, comprobar y dar formato a documentos preparados por otros miembros del personal, ocuparse del correo entrante y saliente, revisar solicitudes de reuniones o citas y realizar diversas tareas de
apoyo administrativo.";"verificar, formatear y transcribir correspondencia, actas e informes dictados, documentos electrónicos o borradores escritos para cumplir con los estándares de la oficina, usando máquina de escribir, computadora personal u otro equipo de procesamiento de textos; usar varios paquetes de software de computadora, incluidas hojas de cálculo, para brindar apoyo administrativo; gestionar el correo entrante o saliente; escaneo, registro y distribución de correo, correspondencia y documentos; examinar solicitudes de reuniones o citas y ayudar a organizar reuniones; examinar y registrar las licencias y otros derechos de los miembros del personal; organizar y supervisar sistemas de archivo; tratar la correspondencia rutinaria por iniciativa propia.";Secretaries (general) use typewriters, personal computers or other word-processing equipment to transcribe correspondence and other documents, check and format documents prepared by other staff, deal with incoming and outgoing mail, screen requests for meetings or appointments, and perform a variety of administrative support tasks.;"Tasks performed usually include: checking, formatting and transcribing correspondence, minutes and reports from dictation, electronic documents or written drafts to conform to office standards, using typewriter, personal computer or other word processing equipment; using various computer software packages, including spreadsheets, to provide administrative support; dealing with incoming or outgoing mail; scanning, recording and distributing mail, correspondence and documents; screening requests for meetings or appointments and helping to organize meetings; screening and recording staff-members’ leave and other entitlements; organizing and supervising filing systems; dealing with routine correspondence on their own initiative.";
ocupaciones;clase;4120;Secretarios (general);Secretaries (general);"Los secretarios (generales) utilizan máquinas de escribir, ordenadores personales u otros equipos de tratamiento de textos para transcribir correspondencia y otros documentos, comprobar y dar formato a documentos preparados por otros miembros del personal, ocuparse del correo entrante y saliente, revisar solicitudes de reuniones o citas y realizar diversas tareas de
apoyo administrativo";"(a) verificar, formatear y transcribir correspondencia, actas e informes dictados, documentos electrónicos o borradores escritos para cumplir con los estándares de la oficina, utilizando máquinas de escribir, computadoras personales u otros equipos de procesamiento de textos;
(b) usar varios paquetes de software de computadora, incluidas hojas de cálculo, para brindar apoyo administrativo;
(c) gestionar el correo entrante o saliente;
(d) escanear, registrar y distribuir correo, correspondencia y documentos;
(e) examinar las solicitudes de reuniones o citas y ayudar a organizar las reuniones;
f) examinar y registrar las licencias y otros derechos de los funcionarios;
(g) organizar y supervisar los sistemas de archivo;
h) tramitar la correspondencia ordinaria por iniciativa propia.»";Secretaries (general) use typewriters, personal computers or other word-processing equipment to transcribe correspondence and other documents, check and format documents prepared by other staff, deal with incoming and outgoing mail, screen requests for meetings or appointments, and perform a variety of administrative support tasks.;"Tasks include -
(a)  checking, formatting and transcribing correspondence, minutes and reports from dictation, electronic documents or written drafts to conform to office standards, using typewriter, personal computer or other word processing equipment;
(b)  using various computer software packages including spreadsheets to provide administrative support;
(c)  dealing with incoming or outgoing mail;
(d)  scanning, recording and distributing mail, correspondence and documents;
(e)  screening requests for meetings or appointments and helping to organize meetings;
(f)  screening and recording staff-members' leave and other entitlements;
(g)  organizing and supervising filing systems;
(h)  dealing with routine correspondence on their own initiative.";
ocupaciones;clase;413;Operadores de máquinas de oficina;Keyboard Operators;"Los operadores de teclado introducen y procesan texto y datos, y preparan, editan y generan documentos para su almacenamiento, procesamiento,
publicación y transmisión.";"ingresar los datos y códigos necesarios para procesar la información; recuperar, confirmar y actualizar datos almacenados y mantener registros de la entrada de datos; tomar actas de procedimientos en taquigrafía rápida utilizando equipos informáticos y máquinas de taquigrafía; transcribir información grabada en taquigrafía y en equipos de grabación de sonido, y corregir y corregir copias; reproducción de la palabra hablada, sonidos ambientales y letras de canciones como subtítulos para programas de cine y televisión.";Keyboard operators input and process text and data, and prepare, edit and generate documents for storage, processing, publication and transmission.;"Tasks performed usually include: entering data and codes required to process information; retrieving, confirming and updating data in storage and keeping records of data input; taking records of proceedings in rapid shorthand using computerized equipment and shorthand-writing machines; transcribing information recorded in shorthand and on sound recording equipment, and proofreading and correcting copy; reproducing the spoken word, environmental sounds and song lyrics as captions for cinema and television programming.";
ocupaciones;clase;4131;Operadores de máquinas de procesamiento de texto y mecanógrafos;Typists and Word Processing Operators;"Los mecanógrafos y operadores de tratamiento de textos escriben, editan e imprimen textos utilizando máquinas de escribir, ordenadores personales u otros procesadores de texto, y taquigrafían
asuntos orales o escritos.";"(a)  typing written material from rough drafts, corrected copies, voice recordings or shorthand using a computer, word processor or typewriter;
(b)  checking completed work for proper spelling, grammar, punctuation and formatting;
(c)  gathering and arranging the material to be typed, following instructions;
(d)  filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents;
(e)  taking dictation and recording other matter in shorthand;
(f)   reproducing the spoken word, environmental sounds and song lyrics as captions for cinema and television programming;
(g)  transcribing information recorded in shorthand and on sound recording equipment.""";Typists and word processing operators type, edit and print text using typewriters, personal computers or other word processors, and record oral or written matter in shorthand.;"Tasks include -
(a)  typing written material from rough drafts, corrected copies, voice recordings or shorthand using a computer, word processor or typewriter;
(b)  checking completed work for proper spelling, grammar, punctuation and formatting;
(c)  gathering and arranging the material to be typed, following instructions;
(d)  filing and storing completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve or update documents;
(e)  taking dictation and recording other matter in shorthand;
(f)   reproducing the spoken word, environmental sounds and song lyrics as captions for cinema and television programming;
(g)  transcribing information recorded in shorthand and on sound recording equipment.";
ocupaciones;clase;4132;Grabadores de datos;Data Entry Clerks;"Los empleados de entrada de datos introducen datos codificados, estadísticos, financieros y otros datos numéricos en equipos electrónicos, bases de datos informatizadas, hojas de cálculo u otros depósitos de datos utilizando un teclado, ratón, escáner óptico, software de reconocimiento de voz u otras herramientas de entrada de datos. Introducen datos en dispositivos
mecánicos y electrónicos para realizar cálculos matemáticos.";"(a) recibir y registrar facturas, formularios, registros y otros documentos para la captura de datos;
(b) ingresar datos numéricos, códigos y texto del material fuente en dispositivos de almacenamiento y procesamiento compatibles con computadoras;
(c) verificar la exactitud e integridad de los datos y corregir los datos ingresados, si es necesario;
(d) operar máquinas de contabilidad y calculadoras;
(e) importar y exportar datos entre diferentes sistemas de bases de datos y software"".";Data entry clerks enter coded, statistical, financial and other numerical data into electronic equipment, computerized databases, spreadsheets or other data repositories using a keyboard, mouse, optical scanner, speech recognition software or other data entry tools. They enter data into mechanical and electronic devices to perform mathematical calculations.;"Tasks include -
(a)  receiving and registering invoices, forms, records and other documents for data capture;
(b)  entering numerical data, codes and text from source material into computer-compatible storage and processing devices;
(c)  verifying accuracy and completeness of data and correcting entered data, if needed;
(d)  operating bookkeeping and calculating machines; 
(e)  importing and exporting data between different database systems and software.";
ocupaciones;clase;42;Empleados en trato directo con el público;Customer Services Clerks;Los empleados de atención al cliente tratan con los clientes en relación con operaciones de gestión monetaria, organización de viajes, solicitud de información, concertación de citas, manejo de centralitas telefónicas y realización de entrevistas para encuestas o para cumplimentar solicitudes de acceso a servicios.;"realizar operaciones de manejo de dinero en bancos, oficinas de correos y establecimientos de apuestas y juegos de azar, o encargarse de los arreglos de viaje; suministro de información solicitada por los clientes y concertación de citas; operar centralitas telefónicas; saludar y recibir visitantes; entrevistar a los encuestados; entrevistar a los solicitantes de servicios.";Customer services clerks deal with clients in connection with money-handling operations, travel arrangements, requests for information, making appointments, operating telephone switchboards, and interviewing for surveys or to complete applications for eligibility for services. Competent performance in most occupations in this sub-major group requires skills at the second ISCO skill level.;"Tasks performed by workers in this sub-major group usually include: performing money-handling operations in banks, post offices and betting and gambling establishments, or dealing with travel arrangements; supplying information requested by clients and making appointments; operating telephone switchboards; greeting and receiving visitors; interviewing survey respondents; interviewing applicants for services.";
ocupaciones;clase;422;Empleados de servicios de información al cliente;Client Information Workers;"Los empleados de información al cliente proporcionan u obtienen información en persona, por teléfono o por medios electrónicos, como el correo electrónico, en relación con la organización de viajes, la descripción de los productos o servicios de una organización, el registro y la recepción de invitados y visitantes, la concertación de citas, la conexión de llamadas telefónicas y la recopilación de información de
encuestados o solicitantes de servicios.";"preparar itinerarios y hacer reservas de viajes y hoteles para clientes; saludar y recibir clientes y visitantes; registro de huéspedes de alojamiento; suministro de información sobre los productos, servicios o políticas de una organización; haciendo citas; operar una centralita telefónica; entrevistar a los encuestados y a los solicitantes de elegibilidad.";Client information clerks provide or obtain information in person, by telephone or electronic means such as email in connection with making travel arrangements, describing the products or services of an organization, registering and greeting guests and visitors, making appointments, connecting telephone calls and collecting information from survey respondents or applicants for services.;"Tasks performed usually include: preparing itineraries and making travel and hotel reservations for clients; greeting and receiving clients and visitors; registering accommodation guests; providing information concerning the goods, services or policies of an organization; making appointments; operating a telephone switchboard; interviewing survey respondents and applicants for eligibility.";
ocupaciones;clase;4221;Empleados de agencias de viajes;Travel Consultants and Clerks;"Los asesores y empleados de viajes proporcionan información sobre los destinos de los viajes, organizan itinerarios de viaje, obtienen reservas de
viajes y alojamiento y registran a los pasajeros en la facturación y la salida.";"(a) obtener información sobre la disponibilidad, el costo y la conveniencia de diferentes tipos de transporte y alojamiento, determinando los requisitos del cliente y aconsejándolo sobre los arreglos de viaje;
(b) proporcionar información sobre atracciones locales y regionales, recorridos turísticos, restaurantes, artes y entretenimiento, y proporcionar mapas y folletos;
(c) preparación de itinerarios;
(d) hacer y confirmar reservas de viajes, excursiones y alojamiento;
(e) emisión de billetes, tarjetas de embarque y vales;
(f) ayudar a los clientes a obtener los documentos de viaje necesarios, como visas;
g) verificar la documentación de viaje y registrar a los pasajeros y el equipaje en el momento del check-in y la salida;
(h) preparar facturas y recibir pagos"".";Travel consultants and clerks provide information about travel destinations, arrange travel itineraries, obtain travel and accommodation reservations and register passengers at check-in and departure.;"Tasks include -
(a)  obtaining information about the availability, cost and convenience of different types of transport and accommodation, ascertaining customer’s requirements and advising them on travel arrangements;
(b) providing information about local and regional attractions, sightseeing tours, restaurants, arts and entertainment, and providing maps and brochures;
(c)  preparing itineraries;
(d)  making and confirming reservations for travel, tours and accommodation;
(e)  issuing tickets, boarding passes and vouchers;
(f)  helping customers in obtaining necessary travel documents such as visas;
(g)  verifying travel documentation and registering passengers and luggage at check-in and departure;
(h)  preparing bills and receiving payments.";
