Competencia;Clase
Garantizar el cumplimiento de las normas de salud y seguridad en el trabajo;Instrumentales
Garantizar el cumplimiento de las normas y la legislación relativas a los derechos de los trabajadores, la salud y la seguridad, la igualdad de oportunidades y otras cuestiones relacionadas;Específicas
Garantizar el cumplimiento de los requisitos de salud y seguridad;Sistémicas
Garantizar el desarrollo y la aplicación de sistemas y procedimientos adecuados para el control presupuestario;Básicas
Garantizar la administración segura y eficaz de radiaciones ionizantes y no ionizantes a pacientes para lograr un resultado diagnóstico o terapéutico prescrito por un médico   garantizar la medición y caracterización precisas de las magnitudes físicas utilizadas en las aplicaciones médicas;Instrumentales
Garantizar la calidad de los bienes producidos y los servicios prestados;Específicas
Garantizar la disponibilidad de trabajadores para realizar el mantenimiento de las propiedades;Específicas
Garantizar la elaboración y aplicación de sistemas y procedimientos adecuados para proporcionar control presupuestario;Básicas
Garantizar la seguridad de los trabajadores;Interpersonales
Garantizar que la organización cumple la legislación y los reglamentos pertinentes;Básicas
Garantizar que las actividades operativas de una organización sean coherentes con los objetivos políticos de la misma;Sistémicas
Garantizar que las instalaciones del comedor, la cocina y el almacenamiento de alimentos cumplen la normativa sanitaria y están limpias, son funcionales y presentan un aspecto adecuado;Específicas
Garantizar que las instalaciones se mantienen limpias y en buen estado;Específicas
Garantizar que los equipos, el funcionamiento y el mantenimiento cumplen las especificaciones de diseño y las normas de seguridad;Sistémicas
Gathering and arranging the material to be typed, following instructions;Instrumentales
Gestionar el correo entrante o saliente;Interpersonales
Gestionar las instalaciones físicas y asegurarse de que todos los edificios y equipos se mantienen para garantizar que el centro es una zona segura para los niños, el personal y los visitantes;Instrumentales
Gestionar los servicios de préstamo bibliotecario e interbibliotecario y las redes de información;Instrumentales
Gestionar presupuestos, controlar el gasto y garantizar el uso eficiente de los recursos;Sistémicas
Gestionar presupuestos, controlar gastos y garantizar el uso eficiente de los recursos;Sistémicas
Gestionar y ejecutar programas de trabajo coordinados para las obras;Específicas
Hacer empalmes en cables aéreos y subterráneos;Sistémicas
Hacer los contactos necesarios para asegurar la viabilidad de los proyectos en cuanto a estilo, costo, tiempo y cumplimiento de las reglamentaciones;Sistémicas
Hacer reparaciones de emergencia al equip;Instrumentales
Hacer un seguimiento de los clientes para garantizar su satisfacción con los productos adquiridos;Interpersonales
Hacer y confirmar reservas de viajes, excursiones y alojamiento;Específicas
Hacerse cargo de las transacciones en efectivo relacionadas con el negocio;Instrumentales
Haciendo citas;Instrumentales
Idear y coordinar actividades para mejorar los índices de eclosión y crecimiento de los peces, y para prevenir enfermedades en los criaderos;Sistémicas
Idear, dirigir, ensayar y actuar en producciones de música, danza, teatro y cine;Instrumentales
Identificación de yacimientos de materiales de construcción y determinación de sus características e idoneidad para su uso como áridos de hormigón, relleno de carreteras o para otras aplicaciones;Específicas
Identificar dispositivos de seccionamiento, interruptores automáticos, fusibles, reguladores de voltaje, transformadores, interruptores, relés o cableado defectuosos, utilizando diagramas de cableado e instrumentos de prueba eléctric;Instrumentales
Identificar la escasez de personal o suministros;Interpersonales
Identificar las necesidades y requisitos de formación de individuos y organizaciones;Sistémicas
Identificar oportunidades de negocio y determinar los productos que se van a fabricar;Interpersonales
Identificar riesgos potenciales e introducir procedimientos y dispositivos de seguridad;Instrumentales
Identificar y analizar los procesos empresariales, los procedimientos y las prácticas de trabajo;Específicas
Identificar y comunicar problemas técnicos, procesos y soluciones;Sistémicas
Identificar y controlar las toxinas ambientales, las malas hierbas, las plagas y las enfermedades;Sistémicas
Identificar y controlar las toxinas medioambientales agrícolas y forestales, las malas hierbas, las plagas y las enfermedades;Instrumentales
Identificar y encontrar las mejores soluciones para los problemas relacionados con la función y la calidad de los ambientes interiores de los edificios y hacer los diseños, dibujos y planos necesarios;Específicas
Identificar y encontrar las mejores soluciones para los problemas relativos a la función y la calidad de los ambientes interiores de los edificios y realizar los diseños, dibujos y planos necesarios;Instrumentales
Identificar y evaluar las ineficiencias y recomendar prácticas empresariales y funcionalidades y comportamientos óptimos de los sistemas;Específicas
Identificar áreas de mejora e investigar los aspectos teóricos y los métodos operativos para el uso de ordenadores;Sistémicas
Identificar áreas que necesitan equipo y software actualizados;Sistémicas
Implementar y apoyar las actividades de comunicación, documentación y coordinación de gestión interna de una unidad organizativa, en algunas ocasiones utilizando conocimientos especializados de la actividad empresarial de la organización;Específicas
Importar y exportar datos entre diferentes sistemas de bases de datos y softwar;Instrumentales
Informar a la dirección de ventas sobre las ventas realizadas y la comerciabilidad de los bienes y servicios;Específicas
Informar a los fabricantes de las reacciones y necesidades de los clientes;Interpersonales
Informar a los posibles clientes sobre las condiciones y perspectivas del mercado;Interpersonales
Informar de las reacciones y necesidades de los clientes a los fabricantes;Específicas
Informar de las reacciones y necesidades de los clientes a proveedores y fabricantes;Específicas
Ingresar comandos y observar el funcionamiento del sistema para verificar las operaciones correctas y detectar errores;Sistémicas
Ingresar comandos, usar terminales de computadora y activar controles en computadoras y equipos periféricos para integrar y operar equipos;Sistémicas
Ingresar datos numéricos, códigos y texto del material fuente en dispositivos de almacenamiento y procesamiento compatibles con computadoras;Sistémicas
Ingresar los datos y códigos necesarios para procesar la información;Instrumentales
Ingreso de datos en computadoras;Específicas
Iniciar y llevar a cabo diversos servicios técnicos relacionados con el comercio, las finanzas y la administración, incluida la administración de leyes y reglamentos gubernamentales, y con el trabajo social;Específicas
Inspeccionar artículos o bienes para evaluar su estado, tamaño y construcción;Específicas
Inspeccionar emplazamientos y consultar a clientes, directivos y otras partes interesadas para determinar el tipo, estilo y tamaño de los edificios propuestos y las modificaciones de edificios existentes;Específicas
Inspeccionar instalaciones y programas industriales y municipales para evaluar la eficacia operativa y garantizar el cumplimiento de la normativa medioambiental;Sistémicas
Inspeccionar las instalaciones para mejorar y mantener su rendimiento;Instrumentales
Inspeccionar las plantaciones y los campos para determinar las fechas de madurez de las cosechas o estimar los posibles daños a los cultivos por causas meteorológicas;Específicas
Inspeccionar los sitios y consultar a los clientes, la administración y otras partes interesadas para determinar el tipo, el estilo y el tamaño de los edificios propuestos y las modificaciones a los edificios existentes;Específicas
Inspeccionar y probar sistemas eléctricos, equipos, cables y maquinaria para identificar peligros, defectos y la necesidad de ajuste o reparación;Sistémicas
Inspeccionar y probar sistemas, equipos, cables y maquinaria eléctricos y electrónicos para identificar peligros, defectos y la necesidad de ajuste o reparación;Sistémicas
Instalaciones y equipos mecánicos para la liberación, control y utilización de energía;Sistémicas
Instalación de instrumentos electrónicos y sistemas de control;Instrumentales
Instalación y ajuste de equipos electrónicos;Instrumentales
Instalación y ajuste de hardware informático;Sistémicas
Instalación y montaje de estructuras metálicas pesadas, aparejos y equipos relacionados;Específicas
Instalación, mantenimiento y reparación de antenas utilizadas en comunicaciones;Sistémicas
Instalación, mantenimiento y reparación de líneas de transmisión eléctrica;Instrumentales
Instalación, mantenimiento y reparación de líneas de transmisión eléctrica y de telecomunicaciones;Instrumentales
Instalación, mantenimiento, instalación y ajuste de sistemas de cableado eléctrico, maquinaria y equipo;Instrumentales
Instalación, mantenimiento, montaje y ajuste de sistemas de cableado, maquinaria y equipos eléctricos y electrónicos;Instrumentales
Instalación, mantenimiento, reparación y diagnóstico de fallas de microondas, telemetría, multiplexación, satélite y otros sistemas de comunicaciones de ondas electromagnéticas y de radio;Instrumentales
Instalación, unión y reparación de cableado para transmisión de computadoras, radio, teléfono y televisión;Interpersonales
Instalar hardware de computadora, software de red, software de sistema operativo y software de aplicaciones;Instrumentales
Instalar instrumentos electrónicos y sistemas de control;Instrumentales
Instalar nuevos programas y equipos;Instrumentales
Instalar software y hardware y configurar el software del sistema operativo como preparación para las pruebas;Instrumentales
Instalar y realizar reparaciones menores al hardware, software o equipo periférico, siguiendo las especificaciones de diseño o instalación;Instrumentales
Instalar y realizar reparaciones menores de hardware, software o equipos periféricos, siguiendo las especificaciones de diseño o instalación;Instrumentales
Instalar y reparar cableado para transmisión de computadoras, radio, teléfono y televisión;Instrumentales
Instalar y reparar líneas de energía eléctrica y de tracción eléctrica, aéreas y subterráneas;Instrumentales
Instalar, ajustar, reparar o reemplazar componentes, conjuntos y sistemas eléctricos y electrónicos utilizando herramientas manuales, herramientas eléctricas o soldadores;Instrumentales
Instalar, configurar, probar, mantener y administrar redes nuevas y actualizadas, aplicaciones de bases de datos de software, servidores y estaciones de trabajo;Instrumentales
Instalar, configurar, probar, mantener y administrar redes, aplicaciones de bases de datos de software, servidores y estaciones de trabajo nuevos y actualizados;Instrumentales
Instalar, mantener y reparar antenas utilizadas en comunicaciones.;Interpersonales
Instalar, mantener, reparar y diagnosticar fallas de funcionamiento de microondas, telemetría, multiplexación, satélite y otros sistemas de comunicación por ondas electromagnéticas y de radio;Instrumentales
Instalar, monitorear y respaldar la confiabilidad y usabilidad de los sitios web de internet e intranet o el hardware o software del servidor web;Sistémicas
Instalar, monitorear y respaldar la confiabilidad y usabilidad de sitios web de internet e intranet o hardware o software de servidor web;Sistémicas
Instalar, supervisar y mantener sitios web de internet e intranet o hardware o software de servidores web, modificar páginas web y realizar operaciones de copia de seguridad y recuperación de servidores web;Instrumentales
Instruir al jurado sobre las cuestiones de derecho aplicables al caso;Específicas
Instruir y formar a nuevo personal;Interpersonales
Interpretar datos de investigación y preparar informes geológicos, mapas, gráficos y diagramas, informes y trabajos;Sistémicas
Interpretar datos de prueba para diagnosticar fallas y problemas de desempeño sistémico;Sistémicas
Interpretar los datos que afectan a los programas de inversión, como el precio, el rendimiento, la estabilidad, las tendencias futuras de los riesgos de inversión y las influencias económicas;Sistémicas
Interpretar planos y especificaciones arquitectónicas;Sistémicas
Interpretar y comunicar noticias, ideas, impresiones y hechos;Instrumentales
Interpretar y hacer cumplir las normas de procedimiento y dictar resoluciones sobre la admisibilidad de las pruebas;Sistémicas
Interpretar y predecir las tendencias actuales y futuras de los consumidores;Sistémicas
Introducción de datos, autoedición y otras actividades que impliquen conocimientos generales de oficina y administración;Específicas
Investigación de las tendencias sociales, económicas e industriales, y de las expectativas de los clientes respecto a los programas y servicios prestados;Sistémicas
Investigación del movimiento, distribución y propiedades físicas de las aguas subterráneas y superficiales;Sistémicas
Investigar cuestiones jurídicas y redactar opiniones sobre las mismas;Sistémicas
Investigar el origen, la distribución y el uso de materiales y objetos de interés cultural e histórico;Específicas
Investigar el uso de las tecnologías de la información en las funciones empresariales;Instrumentales
Investigar el uso de las tecnologías de la información en las funciones empresariales e identificar las áreas en las que podrían introducirse mejoras para maximizar la eficacia y la eficiencia;Instrumentales
Investigar establecimientos o las circunstancias y el comportamiento de personas en nombre de clientes;Interpersonales
Investigar hechos, reunir pruebas e investigar estatutos, decisiones y otros documentos jurídicos pertinentes para preparar casos;Sistémicas
Investigar la demanda potencial y las características del mercado de nuevos bienes y servicios;Interpersonales
Investigar la dirección y la velocidad de los movimientos del aire, las presiones, las temperaturas, la humedad, la transformación física y química de los contaminantes y otros fenómenos como la formación de nubes y las precipitaciones, las perturbaciones eléctricas o la radiación solar;Sistémicas
Investigar las propiedades de los metales y aleaciones, desarrollar nuevas aleaciones y asesorar y supervisar los aspectos técnicos de la fabricación y procesamiento de metales y aleaciones;Específicas
Investigar los aspectos teóricos y los métodos operativos del uso de ordenadores;Instrumentales
Investigar posibles casos de robo de bienes, dinero o información de establecimientos comerciales y otros posibles casos de comportamiento ilícito por parte de clientes o empleados;Sistémicas
Investigar principios jurídicos, estatutos y decisiones judiciales anteriores relacionadas con casos específicos;Sistémicas
Investigar problemas jurídicos;Sistémicas
Investigar y aplicar los requisitos reglamentarios y legales que afectan a las operaciones de extracción de minerales y al medio ambiente;Específicas
Investigar y aplicar los requisitos reglamentarios y legales que afectan a las operaciones de fabricación y al medio ambiente;Específicas
Investigar y asesorar sobre equipos de telecomunicaciones;Sistémicas
Investigar y asesorar sobre sistemas de radar, telemetría y control remoto, microondas y otros equipos electrónicos;Sistémicas
Investigar y evaluar la situación financiera, las referencias, el crédito y la capacidad de reembolso del préstamo del solicitante;Sistémicas
Investigar, ampliar, asesorar o aplicar los conocimientos científicos obtenidos mediante el estudio de las estructuras y propiedades de la materia y los fenómenos físicos, de las características y procesos químicos de diversas sustancias, materiales y productos, de todas las formas de vida humana, animal y vegetal y de los conceptos y métodos matemáticos y estadísticos;Específicas
Investigar, analizar y evaluar requisitos para aplicaciones de software y sistemas operativos;Sistémicas
Investigar, analizar, evaluar y supervisar la infraestructura de red para garantizar que las redes están configuradas para funcionar con un rendimiento óptimo;Interpersonales
Investigar, asesorar y desarrollar procesos químicos a escala comercial para refinar petróleo crudo y otros líquidos o gases, y para producir sustancias y artículos como derivados del petróleo, explosivos, productos alimenticios y bebidas, medicamentos o materiales sintéticos;Instrumentales
Investigar, desarrollar y ejecutar campañas de marketing y relaciones públicas;Sistémicas
Investigar, diseñar y desarrollar sistemas de software informático;Específicas
Investigar, mejorar o desarrollar conceptos, teorías y métodos operativos o aplicar conocimientos relacionados con el campo de las ciencias sociales;Interpersonales
Investigar, tasar, organizar y conservar documentos de valor y significación histórica, tales como documentos gubernamentales, documentos privados, fotografías, mapas, manuscritos y materiales audiovisuales;Específicas
La preparación de documentos e informes científicos. puede incluir la supervisión de otros trabajadores;Específicas
La realización de investigaciones y la obtención de conocimientos científicos mediante el estudio de trastornos y enfermedades humanas y animales y las formas de tratarlos;Básicas
Las tareas incluyen:  planificar, dirigir y coordinar las actividades del personal de la sucursal;Sistémicas
Leer las especificaciones para determinar los requisitos de construcción y los procedimientos de planificación;Sistémicas
Leer las instrucciones de configuración del trabajo para determinar el equipo que se utilizará, el orden de uso, el material, como discos y papel, que se cargará y la configuración de control;Interpersonales
Limpieza y mantenimiento de equipos;Básicas
Llenando documentos;Instrumentales
Llevar a cabo funciones relacionadas con los servicios de correo;Específicas
Llevar a cabo investigaciones financieras en asuntos tales como sospechas de fraude, insolvencia y quiebra;Sistémicas
Llevar a cabo investigaciones y asesorar a la dirección sobre aspectos financieros de la productividad, existencias, ventas, nuevos productos, etc.  diseñar y controlar un sistema para determinar el coste unitario de productos y servicios;Sistémicas
Llevar a cabo los procedimientos de despacho de aduanas para las exportaciones o importaciones;Interpersonales
Llevar a cabo procedimientos de despacho de aduanas para exportaciones o importaciones;Interpersonales
Llevar a cabo tareas administrativas en bibliotecas;Instrumentales
Llevar a cabo tareas de secretaría;Interpersonales
Llevar registros de los trabajos de mantenimiento y reparació;Interpersonales
Llevar un registro de los niveles de existencias y las transacciones financieras;Sistémicas
Localización y determinación de la naturaleza y extensión de yacimientos de petróleo, gas y minerales mediante métodos sismológicos, gravimétricos, magnéticos, eléctricos o radiométricos;Instrumentales
Manejar escáneres para transferir imágenes fotográficas a ordenadores;Instrumentales
Manejar o supervisar el funcionamiento de equipos radiológicos, de ultrasonidos y de imagen magnética para producir imágenes del cuerpo con fines diagnósticos;Instrumentales
Manejar ordenadores para manipular imágenes fotográficas;Sistémicas
Manejar y supervisar cuadros eléctricos, sistemas de control informatizados y maquinaria de control de procesos multifunción;Sistémicas
Manejo de cámaras fotográficas para fotografiar personas, acontecimientos, escenas, materiales, productos y otros temas;Sistémicas
Manejo de un panel de control electrónico o informatizado desde una sala de control central para supervisar y optimizar los procesos;Sistémicas
Manejo y supervisión de cuadros eléctricos y equipos relacionados;Instrumentales
Mantener archivos e historiales médicos y una biblioteca técnica;Instrumentales
Mantener el enlace técnico y la consultoría con otros especialistas pertinentes;Instrumentales
Mantener el enlace técnico y la consultoría con otros especialistas pertinentes, como geólogos y geofísicos;Instrumentales
Mantener el orden en los tribunales y salas de audiencia;Específicas
Mantener enlace técnico y consultoría con otros especialistas relevantes;Instrumentales
Mantener los archivos de producción y negociar los derechos de autor;Específicas
Mantener los conocimientos y estar al corriente de la evolución en los campos de la tecnología industrial, los negocios, las finanzas y la teoría económica;Específicas
Mantener los expedientes de prescripción y registrar la expedición de estupefacientes, venenos y drogas que crean hábito, de conformidad con los requisitos legales y profesionales;Específicas
Mantener registros completos de todas las transacciones financieras de una empresa de acuerdo con los principios generales de contabilidad, con la orientación de contables;Sistémicas
Mantener registros completos de todas las transacciones financieras de una empresa de acuerdo con los principios generales de contabilidad, con la orientación de los contables;Sistémicas
Mantener registros completos de todas las transacciones financieras de una empresa según los principios generales de contabilidad, con la orientación de contables;Sistémicas
Mantener registros de asistencia, licencia y horas extras de los empleados para calcular los derechos de pago y beneficios, usando sistemas manuales o computarizados;Específicas
Mantener registros de bonos, acciones y otros valores comprados o vendidos en nombre de los clientes o el empleado;Específicas
Mantener registros de los aspectos operativos y coordinar los tiempos de transporte de pasajeros y carga;Específicas
Mantener registros de los niveles de existencias y las transacciones financieras;Sistémicas
Mantener registros de pagos y preparar cartas rutinarias solicitando el pago de cuentas vencidas y remitiéndolas para que se emprendan acciones legales;Específicas
Mantener registros de transacciones diarias de comunicación de datos, problemas y acciones correctivas tomadas, o actividades de instalación.  emular o reproducir problemas técnicos encontrados por los usuarios;Instrumentales
Mantener y administrar redes informáticas y entornos informáticos relacionados, incluido el hardware informático, el software de sistemas, el software de aplicaciones y todas las configuraciones;Sistémicas
Mantener, solucionar problemas, probar y reparar computadoras, equipos de transmisión de datos y periféricos informáticos;Instrumentales
Mantenerse al día de las nuevas tendencias y desarrollos relevantes para el servicio prestado;Interpersonales
Mantenimiento de registros relacionados con el transporte de pasajeros y mercancías;Específicas
Mantenimiento de registros relacionados con las existencias, la producción y el transporte;Instrumentales
Mantenimiento de registros, diarios e informes;Instrumentales
Mantenimiento y administración de redes informáticas y entornos informáticos relacionados;Específicas
Mantenimiento, solución de problemas, ajuste, ajuste, prueba y reparación de equipos electrónicos, como máquinas comerciales y de oficina, e instrumentos electrónicos y sistemas de control, computadoras, equipos de telecomunicaciones y transmisión de datos;Instrumentales
Mantenimiento, solución de problemas, montaje, ajuste, prueba y reparación de ordenadores, equipos de transmisión de datos y periféricos informáticos;Instrumentales
Modificar los archivos de seguridad informática para incorporar nuevos programas, corregir errores o cambiar el estado de acceso individual;Específicas
Modificar programas informáticos existentes para corregir errores, adaptarlos a nuevos equipos o actualizar interfaces y mejorar el rendimiento;Básicas
Modificar páginas web;Específicas
Monitorear los trabajos de construcción o rehabilitación para asegurar el cumplimiento de las especificaciones y estándares de calidad;Sistémicas
Montaje y preparación de objetos para su exposición;Instrumentales
Montaje, mantenimiento y reparación de maquinaria industrial, motores, vehículos, instrumentos eléctricos y electrónicos y otros equipos;Instrumentales
Mostrar las propiedades que se van a vender o arrendar a los posibles compradores o inquilinos y explicarles las condiciones de venta o las condiciones de alquiler o arrendamiento;Instrumentales
Mostrar propiedades inmobiliarias para su venta o arrendamiento a posibles compradores o inquilinos y explicar las condiciones de venta o de alquiler o arrendamiento;Instrumentales
Negociar acuerdos con clientes y proveedores;Interpersonales
Negociar acuerdos en asuntos que impliquen disputas legales;Interpersonales
Negociar con los clientes para determinar el tipo y el grado de riesgo para el que se requiere el seguro;Interpersonales
Negociar con propietarios de edificios, promotores inmobiliarios y subcontratistas implicados en el proceso de construcción para garantizar que los proyectos se completan a tiempo y dentro del presupuesto;Específicas
Negociar contratos con proveedores para cumplir los requisitos de calidad, coste y entrega;Específicas
Negociar contratos de publicidad con clientes o con periódicos, emisoras de radio y televisión, organizaciones deportivas y culturales y agencias de publicidad;Sistémicas
Negociar contratos en nombre del vendedor o del comprador y explicar las condiciones de venta y pago al cliente;Instrumentales
Negociar el tipo y los costes de los servicios que se prestarán dentro del presupuesto;Interpersonales
Negociar la compra o venta de materias primas y futuros de materias primas;Instrumentales
Negociar precios, contratos, términos, condiciones y acuerdos de envío para la compra o venta de bienes, servicios o mercancías;Instrumentales
Negociar y colocar contratos de reaseguro;Interpersonales
Notificar al supervisor o técnico de mantenimiento de mal funcionamiento del equipo;Instrumentales
Notificar demandas, citaciones, mandamientos judiciales, emplazamientos y otras órdenes judiciales;Instrumentales
O aprobar o rechazar solicitudes dentro de los límites autorizados garantizando que se respetan las normas de crédito de la institución;Específicas
Observar las leyes y reglamentos sobre bebidas alcohólicas, juegos de azar, salud y otros;Interpersonales
Observar las leyes y reglamentos sobre bebidas alcohólicas, juegos y otros;Interpersonales
Observar, analizar e interpretar fenómenos celestes y desarrollar métodos, modelos numéricos y técnicas para ampliar los conocimientos en campos como la navegación, la comunicación por satélite, la exploración espacial, los cuerpos celestes y la radiación cósmica;Sistémicas
Obtención y análisis de pruebas, preparación de documentos jurídicos y notificación de órdenes judiciales;Instrumentales
Obtención, actualización y mantenimiento de planes, permisos y procedimientos operativos normalizados;Sistémicas
Obtención, compilación y computación de datos estadísticos o actuariales;Específicas
Obtener información sobre la disponibilidad, el costo y la conveniencia de diferentes tipos de transporte y alojamiento, determinando los requisitos del cliente y aconsejándolo sobre los arreglos de viaje;Básicas
Obtener información sobre las circunstancias de los clientes necesaria para determinar el tipo de seguro y las condiciones apropiadas;Interpersonales
Obtener información sobre las circunstancias financieras de los clientes y las empresas en las que se pueden realizar inversiones;Interpersonales
Obtener información sobre las necesidades de los clientes e identificar los productos y servicios adecuados;Interpersonales
Obtener información sobre las necesidades y las existencias y elaborar especificaciones sobre la cantidad y la calidad de las compras, los costes, los plazos de entrega y otras condiciones contractuales;Específicas
Obtener información sobre las propiedades que se van a vender o arrendar, las circunstancias de su propietario y las necesidades de los posibles compradores o inquilinos;Específicas
Obtener información sobre los bienes y servicios de los empleadores y competidores;Específicas
Obtener información sobre los servicios que se van a vender y las necesidades de los posibles compradores;Específicas
Obtener registros de ventas y el valor de artículos o bienes similares;Específicas
Obtener y actualizar conocimientos sobre las condiciones del mercado y sobre los bienes y servicios del empleador y de la competencia;Interpersonales
Obtener y compilar datos estadísticos o actuariales basados en fuentes de información ordinarias o especiales;Específicas
Obtener, proponer y controlar los plazos y fechas de seguimiento;Instrumentales
Ocuparse de los arreglos de viaje;Específicas
Operar centralitas telefónicas;Interpersonales
Operar computadoras personales, procesadores de texto o máquinas de escribir para registrar, ingresar y procesar texto y datos;Específicas
Operar computadoras programadas con software de contabilidad para registrar, almacenar y analizar información;Interpersonales
Operar consolas maestras para supervisar el rendimiento de los sistemas informáticos y las redes, y coordinar el acceso y el uso de las redes informáticas;Sistémicas
Operar máquinas de contabilidad y calculadoras;Instrumentales
Operar una centralita telefónica;Interpersonales
Operar una centralita telefónica. puede incluirse la supervisión de otros trabajadores;Interpersonales
Operar y controlar equipos informáticos periféricos y relacionados;Instrumentales
Operar y mantener sistemas de comunicación de datos que no sean redes;Interpersonales
Operar, mantener y solucionar problemas de los sistemas de red;Sistémicas
Organización y gestión de la mano de obra del proyecto y la entrega de materiales, plantas y equipos;Sistémicas
Organizar contratos para artistas y actuaciones;Específicas
Organizar eventos especiales, seminarios, espectáculos, concursos y actos sociales para fomentar la buena voluntad y la publicidad favorable;Interpersonales
Organizar exposiciones en museos y galerías de arte, publicitar exposiciones y organizar muestras especiales de interés general, especializado o educativo;Específicas
Organizar la compra y el mantenimiento de vehículos de transporte, equipos y combustible, y transportar mercancías;Interpersonales
Organizar la compra y la fijación de precios de los productos de acuerdo con el presupuesto;Interpersonales
Organizar la compra y venta de acciones y bonos para los clientes;Interpersonales
Organizar la entrega de bienes, la instalación de equipos y la prestación de servicios;Instrumentales
Organizar la firma de contratos de arrendamiento y la transferencia de derechos de propiedad;Específicas
Organizar la inscripción de los participantes;Básicas
Organizar la presentación de planos a las autoridades locales;Sistémicas
Organizar las colecciones y exposiciones de museos, galerías de arte y establecimientos similares;Sistémicas
Organizar las inspecciones de construcción por parte de las autoridades competentes;Específicas
Organizar las operaciones agrícolas, como el mantenimiento de edificios, sistemas de suministro de agua y equipos;Específicas
Organizar operaciones como el mantenimiento de buques, embarcaciones y equipos;Específicas
Organizar operaciones como el mantenimiento de edificios, sistemas de suministro de agua y equipos;Instrumentales
Organizar transmisiones patrimoniales;Básicas
Organizar y aplicar métodos para recaudar fondos adicionales junto con grupos de padres y de la comunidad y patrocinadores;Específicas
Organizar y coordinar los recursos materiales y humanos necesarios para completar los trabajos;Específicas
Organizar y coordinar servicios de conferencias y eventos, como instalaciones para conferencias, catering, señalización, expositores, equipos audiovisuales e informáticos, alojamiento, transporte y actos sociales, para los participantes;Instrumentales
Organizar y dirigir el mantenimiento y la reparación de las estructuras de ingeniería civil existentes;Específicas
Organizar y dirigir el mantenimiento y la reparación de sistemas y equipos electrónicos existentes;Sistémicas
Organizar y dirigir el mantenimiento y la reparación de sistemas, motores y equipos de telecomunicaciones existentes;Instrumentales
Organizar y gestionar la mano de obra de los proyectos y la entrega de materiales, instalaciones y equipos;Específicas
Organizar y mantener documentos, expedientes de casos y bibliotecas jurídicas;Instrumentales
Organizar y planificar el trabajo diario;Instrumentales
Organizar y supervisar los sistemas de archivo;Sistémicas
Organizar y supervisar sistemas de archivo;Instrumentales
Organizar, clasificar y catalogar el material de la biblioteca;Instrumentales
Organizar, desarrollar y mantener colecciones de artículos artísticos, culturales, científicos o de importancia histórica;Específicas
Organizar, desarrollar y mantener una colección sistemática de libros, publicaciones periódicas y otro material impreso o grabado audiovisual y digitalmente;Específicas
Orientar a los clientes hacia una organización más eficiente y desarrollar soluciones a los problemas organizativos;Instrumentales
Participación en proyectos interdisciplinarios de investigación y desarrollo en colaboración con ingenieros químicos, biólogos, microbiólogos, agrónomos, geólogos u otros profesionales;Específicas
Participar en actividades deportivas;Interpersonales
Participar en el diseño y desarrollo de nuevos equipos y procedimientos para la recogida de datos meteorológicos, teledetección o para aplicaciones relacionadas;Instrumentales
Participar en estudios sobre el efecto del tiempo en el medio ambiente;Instrumentales
Participar y arbitrar en eventos deportivos;Interpersonales
Planificación detallada de las actividades en términos de calidad y cantidad de la producción, coste, puntualidad y necesidades de mano de obra;Sistémicas
Planificación y dirección de las operaciones diarias;Sistémicas
Planificación y diseño de sistemas de procesos químicos, proyectos de ingeniería civil, equipos y sistemas mecánicos, operaciones de minería y perforación, y otros proyectos de ingeniería;Sistémicas
Planificación y realización de levantamientos fotográficos aéreos;Sistémicas
Planificar e implementar la gestión informatizada de archivos y registros electrónicos;Instrumentales
Planificar el programa general de investigación y desarrollo de una empresa u organización, especificando los objetivos y las necesidades presupuestarias;Instrumentales
Planificar el tipo, la intensidad y la secuencia de las operaciones;Sistémicas
Planificar el tipo, la intensidad y la secuencia de las operaciones de la explotación por ejemplo determinar los mejores momentos para la siembra, la fumigación y la cosech;Básicas
Planificar el trazado y coordinar el desarrollo de zonas urbanas;Instrumentales
Planificar los detalles de las actividades de producción en términos de calidad y cantidad de la producción, coste, tiempo disponible y necesidades de mano de obra;Específicas
Planificar los detalles de las actividades en términos de producción, servicios prestados, calidad, cantidad, coste, puntualidad y necesidades de mano de obra;Específicas
Planificar menús en consulta con chefs y cocineros;Sistémicas
Planificar y asesorar sobre el trazado y el control del tráfico rodado y los sistemas de transporte público en aras de la eficacia y la seguridad;Específicas
Planificar y coordinar el desarrollo de áreas de terreno para parques, escuelas, instituciones, aeropuertos, carreteras y proyectos relacionados, y para emplazamientos comerciales, industriales y residenciales;Sistémicas
Planificar y dirigir el almacenamiento, el tratamiento inicial y el transporte de agua, petróleo o gas;Específicas
Planificar y dirigir las operaciones diarias;Sistémicas
Planificar y diseñar redes de comunicaciones basadas en medios de comunicación alámbricos, de fibra óptica e inalámbricos;Interpersonales
Planificar y gestionar programas de información para dar a conocer a los legisladores, a los medios de comunicación y al público en general los planes, logros y puntos de vista de la empresa u organización;Instrumentales
Planificar y organizar campañas publicitarias;Instrumentales
Planificar y organizar campañas publicitarias y estrategias de comunicación;Instrumentales
Planificar y organizar encuestas y otras recopilaciones estadísticas, y diseñar cuestionarios;Instrumentales
Planificar y organizar funciones especiales;Instrumentales
Planificar y organizar funciones especiales, actividades deportivas, de juego y de entretenimiento;Específicas
